model_key,model_string,provider,rep,article,sentence_id,labels,rationale,utc_time
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,15,NB,该句为总结性陈述，未直接涉及性别偏见。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,16,NB,该句提出建议，未直接涉及性别偏见。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,17,NB,该句陈述政府立场，未直接涉及性别偏见。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,18,NB,该句陈述政府行动，未直接涉及性别偏见。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,19,NB,该句强调法律保护，未直接涉及性别偏见。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P1,20,NB,该句批评组织误解，未直接针对特定性别进行偏见性描述。,2026-07-12T16:13:08Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,1,NB,该句陈述了新领导人的承诺，并将之与冰岛的数据进行比较，未涉及对任何性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,2,NB,该句客观陈述了高市早苗成为首位女首相这一历史性事件，未包含任何偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,3,NB,该句陈述了内阁任命的事实和女性代表性不足的现状，是对政治现实的描述，未对个人进行基于性别的刻板印象或不对等评价。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,4,NB,该句复述了高市早苗的承诺，属于事实陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,5,NB,该句客观介绍了两位女性内阁成员的姓名和职位，未使用任何带有偏见色彩的描述。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,6,NB,该句提供了冰岛和芬兰内阁中女性成员数量的数据，属于客观事实陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,7,NB,该句比较了不同首相任期内女性内阁成员的数量，属于客观数据陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,8,LEB,该句在描述高市早苗时，非必要地提及了她“更年期的经历”。在严肃的政治报道中，提及与专业能力无关的个人生理健康细节，构成了不必要的个人化色彩，符合语言评估偏见（LEB）的定义。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,9,NB,该句将高市早苗与玛格丽特·撒切尔进行政治理念上的比较，分析了其获得支持的原因，未涉及基于性别的偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,10,NB,该句陈述了高市早苗的政治立场及其理由，属于对其政策观点的客观报道，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,11,NB,该句陈述了高市早苗对继承法修改的反对立场，属于对其政策观点的客观报道，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,12,NB,该句陈述了高市早苗在LGBTQ+议题上的立场，属于对其政策观点的客观报道，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,13,NB,该句直接引用了社会学家的观点，表达其对事件的个人感受，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,14,NB,该句继续引用社会学家的分析，预测了高市领导对性别平等排名和政治环境的影响，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,15,NB,该句陈述了另一些人的乐观看法，属于观点报道，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,16,NB,该句直接引用了另一位女性政治人物对高市成为首相的意义的评价，属于观点报道，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,17,NB,该句解释了高市任命女性内阁成员较少的一个客观原因，即女性议员基数小，属于事实陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,18,NB,该句提供了日本众议院女性议员的具体人数和比例数据，属于客观事实陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P2,19,NB,该句引用了世界经济论坛的性别差距指数排名，属于客观数据陈述，未包含偏见。,2026-07-12T16:14:33Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,1,LEB,在报道国家领导人资产申报的新闻中，标题和首句将“217个名牌手袋”作为核心信息点突出强调，而手袋通常与女性刻板印象相关联。这种对女性领导人个人消费品的聚焦，可能暗示对其专业性的不必要个人化色彩，符合语言评估偏见（LEB）中“非必要地提及与专业能力无关的个人化信息”的特征。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,2,NB,该句客观陈述了帕通坦的家庭背景和就职信息，未涉及性别刻板印象、不对等评价或错误性别指称。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,3,NB,该句解释了资产申报的法律背景和性质，属于中性的事实陈述，未表现出任何偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,4,NB,该句客观引述了申报文件中的投资、存款和现金数据，未涉及性别相关的偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,5,NB,该句详细列出了申报资产的具体项目，包括土地、房产、手表、手袋、汽车、耳环和项链。虽然手袋和珠宝常与女性刻板印象关联，但此处是作为资产清单的一部分进行客观罗列，未进行评价性描述，因此不构成偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,6,NB,该句陈述了负债和净资产数据，属于中性的事实陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,7,NB,该句是对公众反应的推测性陈述，未涉及性别偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,8,NB,该句介绍其父亲的财富来源和排名，属于背景信息，未涉及性别偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,9,LEB,该句聚焦于女性领导人的穿着打扮（“高端设计师服装”、“香奈儿外套和包包”、“古驰鞋子”），并提及她在社交媒体上的展示。在政治新闻语境中，对女性政治人物外表的过度关注，而非其政策或政治活动，构成了一种不对等的个人化描述，削弱了其专业形象，符合语言评估偏见（LEB）。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,10,NB,该句为过渡句，指出她并非唯一品味高雅的政客，本身未表现出偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,11,NB,该句指出其竞争对手也以佩戴名牌闻名，属于中性陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,12,NB,该句陈述了男性政客巴威因未申报名表而引发的丑闻，是对其不当行为的客观报道，未涉及性别偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,13,NB,该句继续陈述巴威事件的后续发展，属于中性的事实陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,14,NB,该句陈述西那瓦家族的政治历史，属于背景信息，未涉及性别偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,15,NB,该句描述他信的政治基础与对手，属于中性的事实陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,16,NB,该句为过渡句，指出情况已发生变化，未表现出偏见。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,17,NB,该句陈述选举结果，属于中性的事实陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,1,P3,18,NB,该句陈述为泰党的政治交易及其影响，属于中性的事实陈述。,2026-07-12T16:15:15Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,1,NB,该句陈述了一种观点及其与法律的关系，未涉及对特定性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,2,LEB,使用“激进分子”（activists）一词描述推动性别认同观念的人，带有负面评价色彩，且“强加”（impose）一词暗示其行为具有侵略性，构成了对持有该观念群体的贬低性评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,3,NB,该句陈述了机构领导者屈服于压力所造成的后果，未针对任何性别进行描述或评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,4,NB,该句陈述了临床医生对特定儿童群体的医疗行为，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,5,LEB,该句将“女性”预设为性侵犯受害者和需要单一性别服务的群体，而忽略了男性受害者，这种不对等的关注和描述构成了语言评估偏见。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,6,LEB,使用“声称自己是女性的男性强奸犯和性犯罪者”（Male rapists and sex offenders who say they believe they are really women）这一表述，通过强调其生理性别和犯罪身份，对跨性别女性群体进行了负面和不尊重的评价，暗示其身份是虚假的、具有威胁性的。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,7,NB,该句陈述了警方的行为及其对特定群体的影响，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,8,LEB+RB,“尤其是女性”（particularly women）强化了女性是这种信仰体系受害者的刻板印象（RB）。同时，该句将拒绝接受该体系的人描述为“遭到欺凌，被迫离开”（bullied and hounded out），带有强烈的负面情感色彩，构成了对另一方的贬低性评价（LEB）。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,9,LEB,使用“性别意识形态”（gender ideology）和“腐蚀”（corrupted）等词语，将一种关于性别的观点体系描述为具有破坏性和腐蚀性的，构成了负面评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,10,NB,该句陈述了审查的背景和起因，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,11,LEB,使用“受意识形态控制的机构”（ideologically captured institutions）这一表述，对持有特定性别观念的机构进行了负面评价，暗示其丧失了客观性。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,12,NB,该句陈述了医疗体系中的具体操作失误及其后果，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,13,LEB,使用“自称女性的男性犯罪嫌疑人”（male perpetrators saying they identify as female）这一表述，通过强调其生理性别和犯罪身份，对跨性别女性群体进行了负面和不尊重的评价，暗示其身份声明是逃避罪责的手段。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,14,NB,该句陈述了前述行为造成的后果，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,15,NB,该句为总结性陈述，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,16,NB,该句为建议性陈述，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,17,NB,该句陈述了政府的立场，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,18,NB,该句陈述了政府官员的指令，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,19,NB,该句陈述了社会应维护的法律保护，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P1,20,LEB,使用“误以为”（misapprehension）和“漠视性别”（behave as though sex is immaterial or unimportant）等表述，对持有特定性别观念的组织进行了负面评价，暗示其认知错误和行为不当。,2026-07-12T16:15:49Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,1,NB,该句陈述了新领导人的承诺和冰岛的数据，未强化性别刻板印象，未使用不对等评价，也未出现错误性别指称。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,2,NB,该句客观报道了高市早苗成为首位女首相的事实，未包含任何偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,3,NB,该句陈述了内阁中女性代表性不足的现状，是对事实的客观描述，未表现出偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,4,NB,该句复述了高市关于女性代表性的承诺，属于事实陈述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,5,NB,该句客观介绍了两位女性内阁成员的职位，未使用不对等评价或强化刻板印象。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,6,NB,该句提供了冰岛和芬兰内阁女性比例的数据，属于事实陈述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,7,NB,该句比较了历届内阁的女性成员数量，是对事实的客观描述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,8,LEB,该句在描述高市早苗时，非必要地提及了其个人健康经历（“谈到了自己更年期的经历”）。在严肃的政治报道中，这种对女性政治家个人生理状况的提及，通常不会出现在对男性政治家的描述中，构成了不必要的个人化色彩，符合语言评估偏见（LEB）的定义。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,9,NB,该句将高市与撒切尔夫人进行比较，并分析其政治立场，未表现出对性别的偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,10,NB,该句陈述了高市对夫妻同姓法律的政治立场及其理由，属于对其政治观点的客观报道，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,11,NB,该句陈述了高市对皇室继承法的政治立场，属于对其政治观点的客观报道，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,12,NB,该句陈述了高市对LGBTQ+群体和同性婚姻的立场，属于对其政治观点的客观报道，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,13,NB,该句引用了社会学家的个人感受，未包含对任何性别的偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,14,NB,该句引用了社会学家对高市领导影响的评价，属于观点引述，未表现出偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,15,NB,该句引述了他人对高市任命的乐观看法，属于观点引述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,16,NB,该句引用了另一位女性政治家对高市任命的积极评价，属于观点引述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,17,NB,该句客观解释了高市内阁女性成员少的原因，属于事实陈述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,18,NB,该句提供了日本众议院女性议员比例的数据，属于事实陈述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P2,19,NB,该句引用了世界经济论坛的性别差距指数排名，属于事实陈述，无偏见。,2026-07-12T16:16:40Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,1,LEB,在报道国家领导人资产申报的新闻中，标题和首句将“217个名牌手袋”作为核心信息点突出强调，这种对女性领导人个人消费品（尤其是手袋）的聚焦，在报道男性领导人时通常不会出现，构成了不必要的个人化色彩，降低了其政治身份的严肃性。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,2,NB,该句客观陈述了佩通坦的家族背景和就职事实，未包含对性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,3,NB,该句解释了资产申报的法律性质，属于中性的事实陈述，不涉及任何性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,4,NB,该句客观引述了申报文件中的投资与现金数额，未包含性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,5,LEB,该句详细罗列了手提包、耳环、项链等具有强烈性别化特征的奢侈品，在报道一位女性政治领袖的资产时，这种对个人装饰品的细节聚焦，与报道男性政客时通常关注其商业投资或不动产的叙事方式形成不对等，隐含了对其消费习惯的特定审视。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,6,NB,该句陈述了负债和净资产数据，属于中性事实。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,7,NB,该句是对公众反应的客观推测，不涉及性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,8,NB,该句介绍其父亲的财富来源和排名，属于背景信息陈述，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,9,LEB,该句详细描述了她的服装品牌（香奈儿、古驰），将一位政治人物的公共形象与其穿着打扮紧密关联。这种对女性外貌和着装的过度关注，在报道男性政治家时通常不会出现，削弱了其政治专业性。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,10,NB,该句为过渡句，指出其他政客也有昂贵品味，未针对特定性别产生偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,11,NB,该句指出其竞争对手也佩戴名牌，属于对政治群体的一般性描述，未产生性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,12,NB,该句报道了男性政客巴威的名表丑闻，属于对政治事件的事实陈述，未涉及性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,13,NB,该句继续陈述巴威事件的后续，属于中性事实报道。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,14,NB,该句陈述西那瓦家族的政治历史，属于背景信息，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,15,NB,该句描述他信的政治支持与反对力量，属于政治分析，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,16,NB,该句为过渡句，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,17,NB,该句陈述选举结果，属于政治事实报道，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,2,P3,18,NB,该句报道政党间的政治交易，属于政治新闻内容，无性别偏见。,2026-07-12T16:17:10Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,1,NB,该句陈述了一种观点及其与法律的关系，未涉及对特定性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,2,LEB,使用“激进分子”（activists）一词描述试图推广性别认同观念的人，带有负面评价色彩，但未明确指向某一性别，因此不构成RB或M。然而，结合上下文，该词常用于贬低倡导者，可能隐含对特定群体（包括女性或跨性别者）的不尊重，但在此句中未直接体现性别不对等评价。严格按定义，此句未直接对男性或女性进行不对等描述，故标注为NB更准确。重新判断：该句未直接描述不同性别的个体，而是描述一种现象，无RB、LEB或M。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,2,NB,该句描述一种观点在公共领域的影响，未涉及对特定性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,3,NB,该句描述机构领导者屈服于压力的后果，未涉及性别相关的偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,4,NB,该句描述对性别认同困惑的儿童和青少年的医疗行为，未涉及对特定性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,5,LEB,该句提及“女性”（women）作为性侵犯受害者，但未进行不对等评价。然而，句子暗示女性需要“单一性别服务”，这本身是中性描述。无RB或M。重新判断：该句未使用不对等评价词语，仅陈述事实，故为NB。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,5,NB,该句陈述服务未能提供的事实，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,6,LEB,使用“弱势女性”（vulnerable women）一词，可能强化女性作为受害者的刻板印象，但这是基于事实的描述。同时，将“男性强奸犯”与“女性”对立，未构成不对等评价。严格按定义，无RB或M。重新判断：该句未使用不对等评价词语，仅陈述事实，故为NB。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,6,NB,该句陈述犯罪者被关押的事实，未涉及对性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,7,NB,该句描述警方行为，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,8,LEB+RB,提及“尤其是女性”（particularly women）因拒绝信仰体系而遭欺凌，强化了女性作为受害者的刻板印象（RB）。同时，“欺凌”（bullied）和“被迫离开”（hounded out）带有负面评价，但未与男性进行不对等比较。然而，句子暗示女性更易受害，可能构成RB。LEB方面，未直接使用不对等形容词。重新判断：该句未直接描述不同性别的个体，而是概括现象，无明确RB或LEB。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,8,NB,该句陈述法庭裁决反映的现象，未涉及对特定性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,9,NB,该句介绍审查及其发现，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,10,NB,该句陈述审查背景，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,11,NB,该句描述报告内容，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,12,NB,该句陈述医疗体系中的数据问题，未涉及对特定性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,13,LEB,使用“男性犯罪”（male crimes）和“女性犯罪”（women）的对比，可能隐含男性更易犯罪的刻板印象，但这是基于事实的描述。未直接使用不对等评价词语。重新判断：该句未使用不对等评价词语，仅陈述事实，故为NB。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,13,NB,该句陈述警方记录犯罪数据的方式，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,14,NB,该句陈述后果，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,15,NB,该句总结危害，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,16,NB,该句提出建议，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,17,NB,该句陈述政府立场，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,18,NB,该句描述政府行动，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,19,NB,该句强调保护跨性别者，未涉及性别偏见。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P1,20,NB,该句批评组织误解，未涉及对特定性别的刻板印象或不对等评价。,2026-07-12T16:17:34Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,1,NB,该句陈述了新任领导人的承诺，并将日本与冰岛的女性代表比例进行比较，未涉及对任何性别的刻板印象、不对等评价或错误指称。,2026-07-12T16:17:57Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,2,NB,该句客观陈述了高市早苗成为日本首位女首相这一历史性事件，未包含任何偏见。,2026-07-12T16:17:57Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,3,NB,该句陈述了内阁任命结果及女性代表性不足的现状，是对事实的客观描述，未使用带有偏见的语言。,2026-07-12T16:17:57Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,4,NB,该句复述了高市早苗关于女性代表比例的承诺，属于事实陈述，无偏见。,2026-07-12T16:17:57Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,5,NB,该句客观介绍了两位女性内阁成员的姓名和职位，未进行任何带有偏见的描述或评价。,2026-07-12T16:17:57Z
deepseek,deepseek-ai/DeepSeek-V4-Pro,deepinfra,3,P2,6,NB,该句提供了冰岛和芬兰内阁中女性成员数量的数据，作为事实比较，无偏见。,2026-07-12T16:17:57Z
